ParkName,Year,RecreationVisitors,NonRecreationVisitors,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,TotalRecreationVisitors,TotalNonRecreationVisitors,TotalRecreationHours,TotalNonRecreationHours,TotalConcessionerLodging,TotalConcessionerCamping,TotalTentCampers,TotalRVCampers,TotalBackcountry,TotalNonRecreationOvernightStays,TotalMiscellaneousOvernightStays
Redwood NP,2011,"380,167",0,"1,436,388",0,0,0,"1,294",0,"1,330",0,"2,796","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Redwood NP,2012,"352,517",0,"1,296,303",0,0,0,"1,362",0,"1,255",0,568,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Redwood NP,2013,"393,364",0,"1,577,917",0,0,0,"3,567",0,"3,096",0,"3,238","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Redwood NP,2014,"429,166",0,"1,696,057",0,0,0,"3,676",0,"3,829",0,"1,851","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Redwood NP,2015,"527,143",0,"2,048,943",0,0,0,"4,554",0,"4,394",0,"2,477","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Redwood NP,2016,"536,297",0,"2,070,324",0,0,0,"4,979",0,"4,681",0,"2,520","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Redwood NP,2017,"445,000",0,"1,731,930",0,0,0,"3,363",0,"4,769",0,"2,230","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1906,700,,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1907,900,,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1908,"1,251",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1909,854,,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1910,"2,407",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1911,"3,114",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1912,"2,923",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1913,"3,823",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1914,"4,667",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1915,"7,647",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1916,"10,780",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1917,"18,510",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1918,"15,001",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1919,"30,443",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1920,"31,508",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1921,"28,263",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1922,"27,514",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1923,"30,158",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1924,"34,468",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1925,"46,677",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1926,"89,404",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1927,"100,684",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1928,"98,035",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1929,"111,385",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1930,"129,221",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1931,"143,573",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1932,"131,398",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1933,"126,464",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1934,"147,533",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1935,"205,783",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1936,"230,714",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1937,"243,661",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1938,"260,139",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1939,"275,329",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1940,"282,198",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1941,"302,530",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1942,"154,880",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1943,"62,780",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1944,"54,600",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1945,"137,875",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1946,"315,365",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1947,"373,892",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1948,"403,968",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1949,"367,627",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1950,"379,218",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1951,"452,538",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1952,"472,062",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1953,"501,259",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1954,"484,700",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1955,"518,000",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1956,"538,100",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1957,"535,800",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1958,"512,200",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1959,"547,300",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1960,"610,800",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1961,"610,200",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1962,"687,400",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1963,"631,700",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1964,"654,100",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1965,"877,300",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1966,"797,800",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1967,"746,900",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1968,"874,300",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1969,"919,300",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1970,"875,700",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1971,"878,500",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1972,"867,051",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1973,"845,500",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1974,"686,600",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1975,"957,000",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1976,"1,040,600",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1977,"978,200",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1978,"973,056",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1979,"799,576",374,"26,347,817","1,496","85,622",0,"118,332","92,107","75,002",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1980,"862,397",365,"28,950,122","1,460","94,505",0,"123,228","96,022","146,317",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1981,"1,083,002",375,"35,952,091","1,500","102,632",0,"139,287","100,193","99,097",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1982,"1,020,500",381,"33,387,068","1,524","98,860",0,"142,478","91,293","86,633",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1983,"854,233",387,"28,453,195","1,548","98,103",0,"99,749","55,850","92,883",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1984,"979,632",376,"31,967,909","1,504","95,095",0,"162,311","78,498","105,027",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1985,"939,468",392,"30,651,955","1,568","100,359",0,"131,087","65,435","78,304",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1986,"1,056,527",395,"34,548,675","1,580","107,580",0,"137,102","57,518","81,218",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1987,"1,139,389",411,"37,594,627","1,644","112,633",0,"162,932","74,287","92,547",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1988,"1,031,129",409,"33,489,026","1,624","115,911",0,"104,114","56,399","82,844",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1989,"1,056,020",421,"34,523,961","1,684","107,234",0,"106,766","54,127","69,459",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1990,"1,063,538",433,"35,067,886","1,696","107,375",0,"104,844","55,692","77,221",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1991,"1,120,278",419,"37,194,707","1,676","126,789",0,"134,270","60,445","70,291",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1992,"961,095",363,"31,613,849","1,452","127,497",0,"127,646","56,465","97,141",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1993,"1,066,552",390,"36,062,856","1,560","115,290",0,"145,890","49,764","83,180",0,"1,036","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1994,"1,034,133",360,"34,650,819","1,440","104,856",0,"125,486","48,098","88,465",0,"1,150","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1995,"844,582",830,"28,458,780","3,320","86,674",0,"128,085","42,673","67,020",0,"1,140","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1996,"838,060",360,"27,236,671","1,440","46,347",0,"108,412","39,511","62,913",0,"1,513","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1997,"1,008,931",360,"33,872,493","1,440","30,278",0,"95,758","60,360","60,767",0,867,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1998,"861,303",360,"28,536,535","1,440","30,145",0,"101,057","30,013","67,494",0,846,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,1999,"873,229",360,"28,692,691","1,440","38,374",0,"118,998","37,272","76,718",0,"2,286","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,2000,"838,947",360,"27,702,280","1,440","56,665",0,"91,182","38,252","65,865",0,226,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,2001,"870,327",360,"28,786,779","1,440","58,445",0,"103,216","33,884","88,986",0,"2,200","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,2002,"920,292","3,057","30,018,970","12,228","59,702",0,"96,080","26,009","59,577",0,"4,190","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,2003,"979,297","4,169","31,658,292","16,676","56,422",0,"125,161","16,265","75,687",0,"7,984","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,2004,"1,000,177","3,361","32,116,237","13,444","64,570",0,"112,677","31,030","24,815",0,"7,956","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,2005,"1,004,843","2,832","32,413,062","11,328","75,955",0,"100,645","31,128","18,118",0,"5,899","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,2006,"954,507","5,075","30,517,569","20,300","64,824",0,"91,285","28,207","21,659",0,"6,398","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,2007,"979,537","4,399","31,530,626","17,596","66,770",0,"102,292","28,984","20,644",0,"6,399","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,2008,"930,011","3,995","29,748,796","15,980","61,947",0,"108,408","27,294","23,681",0,"6,796","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,2009,"965,170","4,873","31,029,639","19,492","64,481",0,"121,930","29,952","36,238",0,"6,506","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,2010,"1,002,979","4,616","32,927,347","18,464","62,637",0,"124,138","33,696","21,594",0,"5,184","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,2011,"1,006,583","5,974","32,910,799","23,896","60,743",0,"110,772","28,914","22,210",0,"6,005","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,2012,"1,106,584","6,868","36,281,353","27,472","54,606",0,"117,821","28,297","21,969",0,"4,203","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,2013,"909,274","5,017","29,555,738","20,068","51,645",0,"114,306","29,947","26,631",0,"3,483","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,2014,"1,039,137","3,566","33,453,824","14,264","71,279",0,"129,562","34,902","29,013",0,"5,418","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,2015,"1,097,464","5,898","35,031,293","23,592","72,727",0,"133,833","39,448","32,436",0,"4,299","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,2016,"1,254,688","13,151","40,177,330","52,604","63,940",0,"149,714","69,732","36,247",0,319,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Sequoia NP,2017,"1,291,256","13,549","41,884,679","54,196","67,151",0,"139,901","56,944","36,660",0,292,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1906,"5,414",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1907,"7,102",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1908,"8,850",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1909,"13,182",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1910,"13,619",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1911,"12,530",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1912,"10,884",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1913,"13,735",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1914,"15,145",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1915,"33,452",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1916,"33,390",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1917,"34,510",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1918,"33,527",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1919,"58,362",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1920,"68,906",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1921,"91,513",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
