ParkName,Year,RecreationVisitors,NonRecreationVisitors,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,TotalRecreationVisitors,TotalNonRecreationVisitors,TotalRecreationHours,TotalNonRecreationHours,TotalConcessionerLodging,TotalConcessionerCamping,TotalTentCampers,TotalRVCampers,TotalBackcountry,TotalNonRecreationOvernightStays,TotalMiscellaneousOvernightStays
Yosemite NP,1922,"100,506",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1923,"130,046",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1924,"105,894",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1925,"209,166",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1926,"274,209",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1927,"490,430",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1928,"460,619",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1929,"461,257",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1930,"458,566",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1931,"461,855",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1932,"498,289",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1933,"296,088",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1934,"309,431",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1935,"372,317",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1936,"431,192",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1937,"481,492",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1938,"443,325",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1939,"466,552",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1940,"506,781",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1941,"597,863",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1942,"319,816",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1943,"116,682",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1944,"120,494",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1945,"290,569",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1946,"640,483",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1947,"777,622",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1948,"745,899",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1949,"808,372",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1950,"820,953",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1951,"858,405",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1952,"973,971",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1953,"969,225",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1954,"1,008,000",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1955,"984,200",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1956,"1,114,200",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1957,"1,138,700",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1958,"1,139,300",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1959,"1,061,500",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1960,"1,150,400",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1961,"1,227,100",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1962,"1,505,500",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1963,"1,473,400",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1964,"1,547,000",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1965,"1,635,400",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1966,"1,817,100",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1967,"2,238,300",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1968,"2,281,100",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1969,"2,291,300",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1970,"2,277,200",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1971,"2,342,200",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1972,"2,190,301",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1973,"2,254,300",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1974,"2,274,600",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1975,"2,537,400",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1976,"2,682,400",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1977,"2,392,600",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1978,"2,569,268",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1979,"2,350,782","90,603","63,510,069","2,350,087","881,342",0,"282,075","273,374","72,901",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1980,"2,490,282","92,872","67,031,089","2,354,426","890,048",0,"625,208","380,094","139,288",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1981,"2,516,893","99,367","67,537,533","2,468,465","909,233",0,"737,591","340,229","140,221",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1982,"2,415,587","90,654","64,835,190","2,310,460","907,453",0,"665,191","339,074","125,557",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1983,"2,457,464","92,035","66,808,785","2,420,644","910,503",0,"571,137","334,009","101,017",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1984,"2,738,467","104,475","73,745,469","2,666,928","944,052",0,"747,145","407,930","111,788",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1985,"2,831,952","107,484","77,709,022","2,743,166","962,921",0,"615,471","378,557","111,390",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1986,"2,876,717","106,041","76,558,217","2,666,555","981,527",0,"511,981","284,479","105,614",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1987,"3,152,275","114,067","83,223,484","2,877,734","995,654",0,"704,629","393,694","105,103",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1988,"3,216,681","117,247","85,853,497","2,982,482","1,028,113",0,"717,811","437,244","102,610",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1989,"3,308,159","121,460","88,642,063","3,108,828","1,048,640",0,"666,404","401,996","102,695",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1990,"3,124,939","112,895","83,979,279","2,879,793","1,029,846",0,"754,555","333,886","102,133",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1991,"3,423,101","124,065","92,103,019","3,238,635","1,028,088",0,"647,698","355,184","121,913",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1992,"3,819,518","138,124","102,199,632","3,533,176","1,056,193",0,"707,204","374,632","119,700",0,0,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1993,"3,839,645","144,104","104,269,052","3,739,197","1,041,862",0,"611,774","313,560","124,821",0,"66,332","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1994,"3,962,117","143,638","82,760,493","3,641,458","1,042,435",0,"664,252","332,916","132,804",0,"75,804","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1995,"3,958,406","143,522","76,897,162","3,686,048","1,001,509",0,"575,266","292,708","110,700",0,"59,286","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1996,"4,046,207","144,350","78,899,827","3,703,738","1,030,368",0,"592,413","302,072","107,182",0,"63,279","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1997,"3,669,970","131,427","64,134,862","3,305,690","782,751",0,"436,107","276,228","113,982",0,"26,111","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1998,"3,657,132","135,622","62,791,492","3,487,712","845,363",0,"388,313","248,116","87,601",0,"20,101","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,1999,"3,493,607","154,777","60,894,859","3,700,885","782,944",0,"465,787","192,596","87,189",0,"22,442","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,2000,"3,400,903","149,162","62,721,319","3,574,423","835,507",0,"469,256","197,404","106,266",0,"24,310","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,2001,"3,368,731","148,463","62,824,723","3,571,789","848,309",0,"473,303","195,916","100,207",0,"24,446","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,2002,"3,361,867","106,308","64,429,885","2,882,659","859,868",0,"485,461","206,128","125,027",0,"24,250","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,2003,"3,378,664","96,653","63,847,386","2,577,152","874,165",0,"471,765","220,764","85,674",0,"24,563","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,2004,"3,280,911","95,422","61,600,922","2,493,707","835,853",0,"468,577","201,836","82,259",0,"25,631","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,2005,"3,304,144","80,340","60,159,130","1,977,391","819,638",0,"449,149","201,504","70,803",0,"17,421","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,2006,"3,242,644","116,742","60,134,718","2,996,809","816,305",0,"436,432","203,252","81,305",0,"31,331","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,2007,"3,503,428","134,043","61,573,431","3,469,470","836,226",0,"437,429","206,000","76,576",0,"17,208","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,2008,"3,431,514","130,142","64,270,783","3,356,863","849,678",0,"458,265","214,360","137,330",0,"22,982","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,2009,"3,737,472","141,586","66,311,694","3,625,344","814,521",0,"481,492","212,244","158,233",0,"34,379","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,2010,"3,901,408","146,473","67,692,499","3,760,968","762,895",0,"526,026","265,920","125,136",0,"40,932","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,2011,"3,951,393","147,255","65,414,044","3,766,495","765,823",0,"505,390","226,304","103,420",0,"29,673","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,2012,"3,853,404","142,613","67,760,801","3,654,056","732,843",0,"537,451","260,136","168,783",0,"32,708","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,2013,"3,691,191","138,170","64,042,982","3,585,091","724,866",0,"459,565","241,656","172,353",0,"29,668","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,2014,"3,882,642","146,774","67,576,000","3,794,150","832,378",0,"480,094","166,744","190,339",0,"50,545","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,2015,"4,150,217","155,081","78,505,877","3,993,223","938,418",0,"588,701","284,372","211,966",0,"39,214","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,2016,"5,028,868","188,246","77,763,403","4,771,376","743,546",0,"490,431","376,744","216,989",0,"51,542","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
Yosemite NP,2017,"4,336,890","163,654","71,264,549","4,281,972","826,725",0,"456,476","293,844","167,507",0,"26,166","437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"

Year,Reporting,RecreationVisitors,NonRecreationVisitors,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,TotalRecreationVisitors,TotalNonRecreationVisitors,TotalRecreationHours,TotalNonRecreationHours,TotalConcessionerLodging,TotalConcessionerCamping,TotalTentCampers,TotalRVCampers,TotalBackcountry,TotalNonRecreationOvernightStays,TotalMiscellaneousOvernightStays
1906,2,"6,114",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1907,2,"8,002",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1908,2,"10,101",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1909,2,"14,036",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1910,2,"16,026",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1911,2,"15,644",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1912,2,"13,807",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1913,2,"17,558",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1914,2,"19,812",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1915,2,"41,099",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1916,2,"44,170",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1917,3,"61,520",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1918,3,"50,528",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1919,3,"91,305",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1920,3,"102,414",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1921,3,"129,776",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1922,3,"138,020",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1923,4,"176,204",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1924,4,"161,835",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1925,4,"278,439",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1926,4,"392,519",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1927,4,"622,468",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1928,4,"597,927",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1929,4,"609,504",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1930,4,"631,404",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1931,4,"675,074",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1932,4,"685,648",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1933,5,"488,056",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1934,5,"548,677",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1935,5,"690,327",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1936,5,"798,306",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1937,5,"883,210",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1938,5,"857,055",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1939,5,"928,779",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1940,5,"999,508",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1941,6,"1,168,910",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1942,6,"601,597",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1943,6,"234,791",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
1944,6,"219,300",,,,,,,,,,,"437,789,581","8,455,672","5,209,257,180","153,574,429","39,434,625","450,682","35,756,339","22,995,264","8,176,252","909,745","5,437,410"
